ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
854-53-0368|4299228092023|Deanna|White|F|904 Jay Rest Suite 723|Whittier|CA|90604|33.9299|-118.0121|189948|Paediatric nurse|1976-02-10|157199405309|adults_2550_female_urban.json
841-99-2980|3525799136621031|Kelly|Blankenship|F|91279 Natalie Place Apt. 172|Granville|OH|43023|40.0788|-82.5194|13231|Toxicologist|1962-04-05|908554315130|adults_50up_female_urban.json
794-87-7070|180050863765993|Anne|Anderson|F|14986 Lopez Station Apt. 981|Federal Way|WA|98003|47.3203|-122.3117|91661|Scientist, product/process development|1975-01-12|412347758641|adults_50up_female_urban.json
705-41-6699|342694486959460|Nicole|Gutierrez|F|58874 Lane Trail Suite 213|Algonac|MI|48001|42.6367|-82.5866|11986|Product manager|1991-09-09|772162574642|adults_2550_female_urban.json
103-28-8329|6589026012796117|Deborah|Wood|F|669 Dawson Ranch|Mesa|AZ|85204|33.3992|-111.7896|478404|Barista|1975-03-15|854465343288|adults_50up_female_urban.json
656-64-7193|568430988390|Christopher|Johnson|M|021 Chan Knoll|Wellsville|MO|63384|39.0765|-91.5645|1955|Nutritional therapist|1969-11-30|645986493050|adults_50up_male_rural.json
016-95-1125|2704895543937690|Aaron|Thompson|M|184 Arroyo Unions|Littlefield|AZ|86432|36.4612|-113.5893|3933|Scientific laboratory technician|1958-02-08|283281909609|adults_50up_male_urban.json
833-74-4099|3569735779071412|Janet|Kramer|F|356 Black Branch|Spartanburg|SC|29306|34.8937|-81.9228|129573|General practice doctor|1999-05-04|314598870934|adults_2550_female_urban.json
690-96-5604|2702755394237339|Nancy|Salas|F|33952 David Common|Archbald|PA|18403|41.4876|-75.5334|7087|Research officer, government|1971-05-16|6931334095|adults_50up_female_urban.json
555-06-7902|377947284639207|Kelly|Henderson|F|562 Bray Square|Ellenwood|GA|30294|33.6166|-84.2939|39865|Scientist, marine|1975-06-27|345573371830|adults_50up_female_urban.json
013-87-3453|6011559428434798|Grace|White|F|65564 White Curve Apt. 143|Rapid City|SD|57703|44.048|-103.1763|90647|Surveyor, building control|1991-07-29|942454203201|adults_2550_female_urban.json
150-95-2451|30026728857441|Kristina|Bradley|F|20347 Shannon Isle Suite 558|Melbourne|FL|32935|28.1384|-80.6524|139650|Surveyor, hydrographic|1975-09-17|893060472234|adults_2550_female_urban.json
021-53-1987|349982455877166|Louis|Ford|M|56996 Christian Junctions|Valdosta|GA|31602|30.8931|-83.3278|94325|Estate agent|2003-07-28|349238746179|young_adults_male_urban.json
728-35-9919|4475987622023410|Daniel|Sanders|M|78006 Dalton River|Morganton|NC|28655|35.7346|-81.7042|54996|Designer, furniture|1980-08-25|717621652546|adults_2550_male_urban.json
400-40-3758|4722820055775|Vanessa|Fernandez|F|728 Brittany Motorway Suite 884|Harpersville|AL|35078|33.3234|-86.4424|2082|Loss adjuster, chartered|1994-10-03|594774165062|adults_2550_female_rural.json
092-57-5045|374240082547803|Michael|Vasquez|M|0649 Laura Plaza Suite 368|Topeka|KS|66612|39.0427|-95.6818|163415|Press sub|1977-10-16|272278386916|adults_2550_male_urban.json
400-49-3615|4638944846312241795|Jodi|Graves|F|50208 Jacob Cove Suite 427|Gloucester City|NJ|08030|39.8911|-75.117|13410|Actuary|1970-10-18|99784161301|adults_50up_female_urban.json
506-28-5602|6575705120461872|Catherine|Huang|F|0136 Wright Bypass Apt. 718|Robstown|TX|78380|27.7984|-97.6995|23141|Engineer, manufacturing|1941-11-04|427232532572|adults_50up_female_urban.json
320-42-2599|4881474350313659|Alexis|Bauer|F|3009 Barker Drives|Arkansas City|KS|67005|37.0676|-97.0357|16535|Meteorologist|2006-05-17|97799828421|young_adults_female_urban.json
512-12-5545|4052812735857309|Melissa|Howard|F|0778 Daniels Overpass|Surprise|AZ|85374|33.63|-112.3314|119941|Energy manager|1985-05-05|204297428350|adults_2550_female_urban.json
332-94-7675|4182744857086209596|David|Le|M|87829 Morris Row Suite 118|Alta Loma|CA|91701|34.1376|-117.5999|63716|Broadcast engineer|1961-11-11|915016055940|adults_50up_male_urban.json
183-05-3311|2531096789940535|Larry|Jones|M|717 Michael Summit|Sellersville|PA|18960|40.362|-75.319|12473|Pathologist|1960-11-30|407257502832|adults_50up_male_urban.json
060-79-4356|213114138113867|Chelsey|Fox|F|288 Reese Trafficway|Chandler|AZ|85224|33.3301|-111.8632|255641|Technical author|1996-04-02|740271815861|adults_2550_female_urban.json
682-55-1706|4868528975585566|Pamela|Jordan|F|398 Nicholas Plaza Suite 577|Los Angeles|CA|90019|34.0482|-118.3343|2383912|Occupational psychologist|2007-09-12|794569789978|young_adults_female_urban.json
292-77-0268|213140433504880|Kristie|Howe|F|07522 Richardson Prairie|Santa Rosa|CA|95404|38.4534|-122.6878|209844|Fisheries officer|1978-11-18|280173576486|adults_2550_female_urban.json
095-74-6551|3515727919409615|Penny|Weeks|F|6613 Cynthia Roads Suite 048|Baltimore|MD|21215|39.3446|-76.6794|635495|Architectural technologist|1934-09-06|594076940942|adults_50up_female_urban.json
335-65-3618|4679981364622517|Karen|Mcgee|F|1686 Kathleen Orchard Apt. 769|Ridgecrest|CA|93555|35.5405|-117.794|32560|Engineer, building services|1962-05-28|676720062004|adults_50up_female_urban.json
537-32-3971|2256591166553557|Linda|Johnson|F|59792 Williams Viaduct Apt. 352|Many|LA|71449|31.5851|-93.4641|9696|Chartered certified accountant|1993-06-04|812231451885|adults_2550_female_urban.json
636-19-4714|581477053838|Damon|Mills|M|792 Nicholas Shore Apt. 420|Seattle|WA|98198|47.3929|-122.3129|837792|Herpetologist|1985-05-22|868445376789|adults_2550_male_urban.json
278-07-7618|4164510463681579|Sean|Schmidt|M|87800 Sandra Inlet|Pasadena|TX|77502|29.6789|-95.1982|145975|Lecturer, further education|1954-10-05|431600975146|adults_50up_male_urban.json
019-45-5766|373840460843251|Stephanie|Sandoval|F|689 Robert Ports|West Palm Beach|FL|33401|26.7165|-80.0679|459921|Designer, ceramics/pottery|1936-12-25|997774086417|adults_50up_female_urban.json
460-70-2159|4983248262928|Evan|Grant|M|52056 Turner Summit|Bloomington|IL|61704|40.4705|-88.9433|84349|Graphic designer|1967-06-09|855351142474|adults_50up_male_urban.json
135-24-0430|3599939330517285|Ryan|Harrison|M|67722 Jeremy Lodge Apt. 463|Los Angeles|CA|90027|34.104|-118.2925|2383912|Engineer, electrical|1975-10-16|226592925057|adults_2550_male_urban.json
450-79-8028|3573660965699988|Joseph|Liu|M|177 Natalie Gardens|Saint Augustine|FL|32086|29.8285|-81.3237|109984|Scientist, physiological|1983-09-07|436101827281|adults_2550_male_urban.json
041-72-6348|213134764472643|Louis|Brown|M|7181 Kimberly Square|Lithonia|GA|30058|33.7356|-84.1009|90178|Sports coach|1948-02-01|430077867350|adults_50up_male_urban.json
462-04-2931|30371452111759|Bradley|Zimmerman|M|8602 Cunningham Shoals|Lakewood|WA|98498|47.1591|-122.5485|62135|Dealer|1966-07-18|954179057407|adults_50up_male_urban.json
788-92-0841|6547421230940772|Scott|Stephens|M|733 Chavez Mills|Cloverdale|CA|95425|38.7931|-123.0074|10841|Cartographer|1956-09-08|659712201779|adults_50up_male_urban.json
561-36-9135|4220502099450|Tami|Williams|F|24999 Tammy Summit Suite 014|Minneapolis|MN|55421|45.0523|-93.2541|1022298|IT trainer|1978-03-02|985130504385|adults_2550_female_urban.json
070-98-7002|213147214586838|Michael|Salazar|M|817 Simmons Vista|Saint Louis|MO|63147|38.7139|-90.2375|927396|Investment analyst|1982-08-30|576640849040|adults_2550_male_urban.json
639-46-2126|3587729343010715|Nancy|Clark|F|0558 Alex Flats Suite 414|Houston|TX|77084|29.844|-95.6623|2906700|Hydrologist|1981-08-31|603471636817|adults_2550_female_urban.json
007-15-5461|379902355770272|Christopher|Murray|M|6084 Peters Brook Apt. 955|Estes Park|CO|80517|40.3658|-105.5142|9389|Brewing technologist|1965-04-04|167373214626|adults_50up_male_urban.json
032-44-6148|4996291450461739|Jacob|Gallegos|M|84215 Kimberly Course Suite 807|Elmhurst|IL|60126|41.8927|-87.941|46371|Restaurant manager, fast food|1990-02-25|206820189218|adults_2550_male_urban.json
496-94-8580|4218230768104091572|Stacy|Garcia|F|94353 Justin Place Suite 714|Burnsville|MN|55337|44.7609|-93.2753|60291|Database administrator|1979-09-02|301324150974|adults_2550_female_urban.json
638-72-8423|2238585424932143|Lisa|Morgan|F|20701 Brown Meadow Suite 299|Novato|CA|94949|38.0618|-122.5404|58652|Product designer|1965-12-02|393489078147|adults_50up_female_urban.json
838-26-8741|2492171747733293|Deanna|Cox|F|557 Johnson Mountains|Brooklyn|NY|11234|40.6205|-73.9239|2504700|Clinical scientist, histocompatibility and immunogenetics|2000-12-19|525495436942|young_adults_female_urban.json
175-37-5712|3581615814876963|Cynthia|Sanchez|F|6153 Mueller Mews|Hastings|MN|55033|44.7129|-92.8637|29488|Tax adviser|1940-10-05|377043697499|adults_50up_female_urban.json
242-23-1277|3519975817246193|Ashley|Cervantes|F|7013 Paige Throughway Apt. 227|Autryville|NC|28318|35.0997|-78.6021|4627|Ship broker|1995-11-19|426453759246|adults_2550_female_urban.json
458-26-3370|4494651909862406|Jaclyn|Dunn|F|85140 Ryan Ramp|Atlanta|GA|30349|33.6053|-84.4813|900273|Nurse, mental health|1970-09-12|350577625952|adults_50up_female_urban.json
416-49-7131|213127238656247|Yolanda|Santiago|F|10276 Christopher Row|Wilmington|DE|19810|39.8188|-75.5064|215619|Pathologist|1983-02-24|501910534304|adults_2550_female_urban.json
713-78-6975|3578687653269092|Jonathan|Simon|M|8950 Ashley Squares Suite 197|Martinsburg|WV|25405|39.4092|-77.9615|58793|Cartographer|1997-10-14|799474178113|adults_2550_male_urban.json
880-97-4579|30189137189499|Anthony|Cooper|M|7879 Fisher Union|Fontana|CA|92335|34.0794|-117.4551|221665|Hospital pharmacist|1958-08-25|181630767240|adults_50up_male_urban.json
612-96-4982|3507929049047121|Kathy|York|F|2944 Smith Creek Apt. 927|Syracuse|NY|13204|43.0444|-76.1758|229807|Merchant navy officer|2000-11-25|192448210387|young_adults_female_urban.json
718-31-7945|4512927663723952|Amy|Baker|F|27674 Reese Terrace|Waynesville|NC|28786|35.5018|-82.9913|28052|Site engineer|1997-08-30|417615395395|adults_2550_female_urban.json
400-61-4303|4047658018569451|Devin|Lang|M|967 Jessica Radial Apt. 852|Conway|AR|72032|35.0842|-92.4236|77242|Intelligence analyst|1997-06-05|10941912639|adults_2550_male_urban.json
852-09-0196|6011817534430096|Anna|Mays|F|111 Nicholas Track|Rosedale|MD|21237|39.3361|-76.5014|30059|Systems developer|1952-02-26|984341085947|adults_50up_female_urban.json
189-33-4827|30174654214060|James|Ferrell|M|2717 Chelsey Fall Suite 128|Los Angeles|CA|90042|34.1145|-118.1929|2383912|Plant breeder/geneticist|1965-10-29|675247828337|adults_50up_male_urban.json
453-92-4244|5211947072006428|Melissa|Conway|F|776 Anthony Tunnel|Cheraw|SC|29520|34.6863|-79.9174|14617|Building control surveyor|2001-05-27|247132971054|young_adults_female_urban.json
706-62-1986|3554601585174328|Julian|Ponce|M|6157 Nicole Mill|New Kensington|PA|15068|40.5616|-79.7129|38785|Energy manager|1979-01-31|39255756066|adults_2550_male_urban.json
738-76-3908|36184787005057|Richard|Williams|M|87829 Sandy Camp|Palatka|FL|32177|29.6577|-81.6595|27132|Counsellor|1971-12-03|719359325217|adults_50up_male_urban.json
634-06-3977|3502041792911175|Kurt|Gilbert|M|65651 Marc Underpass|Tampa|FL|33615|28.0081|-82.5805|717255|Engineer, production|1985-06-26|50526974031|adults_2550_male_urban.json
344-09-1979|4625827390219620719|Abigail|White|F|946 Schwartz Ford|Imperial|MO|63052|38.4069|-90.4381|26431|Customer service manager|1979-02-14|299100773912|adults_2550_female_urban.json
422-31-2860|3592791456083312|Victoria|Davila|F|837 Joshua Fields Apt. 277|Columbia|SC|29212|34.0726|-81.1796|333497|Editor, commissioning|1991-05-03|735125569840|adults_2550_female_urban.json
056-83-5967|4645970108220781137|Nathan|Watkins|M|3531 Perez Freeway Suite 363|Indianapolis|IN|46222|39.789|-86.2136|910148|Buyer, retail|1989-07-12|641973014853|adults_2550_male_urban.json
447-19-3542|3526527354352099|Amy|Taylor|F|6253 Munoz Turnpike Apt. 983|Duluth|GA|30096|33.9845|-84.1529|103980|Chartered legal executive (England and Wales)|1934-05-08|942366059286|adults_50up_female_urban.json
883-28-9693|38406335693920|Thomas|Villanueva|M|07806 Mendoza Union Apt. 773|Mc Kenzie|TN|38201|36.1272|-88.5134|10093|Charity officer|1962-04-21|827032404064|adults_50up_male_urban.json
750-53-3572|4431074279907725|Shane|Sullivan|M|701 Barry Isle Apt. 464|Portland|OR|97230|45.5472|-122.5001|841711|Video editor|2000-04-25|633689933561|adults_2550_male_urban.json
807-88-1327|3508501657905525|Matthew|Bush|M|53817 Karen Trace|Austin|TX|78745|30.2063|-97.7956|940359|Equality and diversity officer|1965-04-04|387923438251|adults_50up_male_urban.json
516-88-6930|4155778817884795134|Stephanie|Ellis|F|2411 Joshua Square|Austin|TX|78758|30.3764|-97.7078|940359|Data scientist|1984-11-24|165340472930|adults_2550_female_urban.json
534-81-0372|4827567043103856958|Matthew|Buchanan|M|887 Torres Curve Suite 243|Chester|PA|19013|39.8498|-75.3747|35130|Radio broadcast assistant|1970-04-24|847346136203|adults_50up_male_urban.json
152-46-4660|30292842222314|Amanda|Stewart|F|4523 Elizabeth Key|Willis|TX|77378|30.4441|-95.4506|28966|Data scientist|1961-07-23|491227929210|adults_50up_female_urban.json
167-69-4941|5167275208854741|Tracy|Webster|F|751 Mccullough Dam|Bow|NH|03304|43.1388|-71.5448|7519|Structural engineer|1952-10-07|335509428125|adults_50up_female_urban.json
633-29-7307|345093983430181|Sarah|Rhodes|F|637 Morrison Pass|Zanesville|OH|43701|39.9274|-82.0041|55643|Banker|1955-08-18|734046190261|adults_50up_female_urban.json
152-92-7007|375045547813768|Robert|Roberts|M|629 Douglas Hollow Suite 851|Chattanooga|TN|37403|35.045|-85.2965|198659|Therapeutic radiographer|2001-03-16|415564345551|young_adults_male_urban.json
420-82-4479|6011879232648700|Samantha|Turner|F|8730 Eric Hills Suite 146|Lansdowne|PA|19050|39.9375|-75.2637|28073|Editorial assistant|1970-04-03|998545049093|adults_50up_female_urban.json
251-04-1956|4195979647158904291|Anthony|Flores|M|2045 Fields Knolls|Phoenix|AZ|85035|33.4724|-112.1832|1312922|Art therapist|1961-07-16|319072502814|adults_50up_male_urban.json
079-66-3176|4192855445189522|Alexandria|Holmes|F|6521 Eric Forges Apt. 898|Pine Knot|KY|42635|36.6807|-84.3984|5103|Ship broker|1952-07-03|608650755338|adults_50up_female_urban.json
822-15-6838|30112075452794|Kelly|Cordova|F|401 David Square|Chicago|IL|60608|41.8515|-87.6694|2680484|Curator|1993-11-27|252063243203|adults_2550_female_urban.json
215-17-1288|6011107603108900|Julie|Kerr|F|40119 Briana Flats|Dallas|TX|75227|32.7672|-96.6836|1263321|Electrical engineer|1995-11-03|385132297208|adults_2550_female_urban.json
150-96-4545|3552893891190831|Michelle|Brandt|F|013 Richardson Radial|Austin|TX|78744|30.1876|-97.7472|940359|Electrical engineer|1931-09-29|740622725268|adults_50up_female_urban.json
186-46-6220|6011836151718278|Pamela|Bush|F|57164 Burke Inlet|Marstons Mills|MA|02648|41.6703|-70.4163|7301|Producer, radio|1981-06-03|606560507722|adults_2550_female_urban.json
876-55-3094|2552071678112664|Melissa|Madden|F|53539 Martinez Villages|San Diego|CA|92130|32.9555|-117.2252|1241364|Photographer|1965-05-21|548575559029|adults_50up_female_urban.json
731-99-9535|3565796784271144|John|Hall|M|10170 Patrick Springs|Little Rock|AR|72227|34.7757|-92.3724|214454|Journalist, newspaper|1981-02-07|331368480731|adults_2550_male_urban.json
099-98-1254|4734778485880062|Sheryl|Wilson|F|6770 Gregory Shoals Suite 276|Lincoln Park|MI|48146|42.2422|-83.1807|38098|Contractor|1930-11-10|787321019258|adults_50up_female_urban.json
783-15-9321|4889778280647966|Luis|Gomez|M|0090 Mary Keys Apt. 561|North Las Vegas|NV|89086|36.2809|-115.1349|214518|Phytotherapist|1986-12-02|452506441704|adults_2550_male_urban.json
678-32-4057|4911415208507|Julia|Boyer|F|0790 Gray Loaf Suite 917|Carmel|IN|46033|39.9744|-86.0829|77123|Chiropodist|1984-12-15|741701613051|adults_2550_female_urban.json
509-65-5564|4563718344049638|Marcus|Rubio|M|541 Simmons Key|Bethalto|IL|62010|38.9074|-90.0344|11186|Camera operator|1974-04-01|904741461466|adults_50up_male_urban.json
824-39-7093|4366498782082974|Daniel|Hayden|M|8969 Alexa Lakes Suite 232|Madison Heights|VA|24572|37.4531|-79.1141|16395|Hydrologist|1998-09-12|480366846226|adults_2550_male_urban.json
881-09-3336|6542493631230348|John|Castro|M|0324 Anthony Turnpike Suite 820|Phoenix|AZ|85016|33.5021|-112.0305|1312922|Radiographer, diagnostic|1991-06-18|24834504859|adults_2550_male_urban.json
086-41-9857|4651623198189847135|Kyle|Mejia|M|9636 Drew Extensions Apt. 476|Texarkana|AR|71854|33.431|-93.8765|36438|Forest/woodland manager|1953-05-30|647951221385|adults_50up_male_urban.json
547-48-1851|377342575409009|Melissa|Mccormick|F|8645 Amanda Freeway|Springfield|MO|65803|37.2593|-93.2912|219752|Probation officer|1946-06-04|10258404917|adults_50up_female_urban.json
403-33-4930|2244327560417767|Tammy|Cook|F|24815 Guzman Via Suite 700|Bald Knob|AR|72010|35.3113|-91.5502|6577|Educational psychologist|1962-03-14|488037805314|adults_50up_female_urban.json
140-01-6565|4591123829651|Jesse|Russo|M|2954 Christopher Land|Lamesa|TX|79331|32.7367|-101.9569|13258|Education officer, environmental|1988-03-03|963762718927|adults_2550_male_urban.json
855-74-3678|501889317340|Michael|Jackson|M|694 Christopher Land Apt. 910|Coplay|PA|18037|40.6166|-75.4896|7070|Secondary school teacher|1985-08-15|847977549843|adults_2550_male_urban.json
465-87-8097|2243344762639347|Monica|Lopez|F|2044 Christine Gateway|Brooklyn|NY|11204|40.6179|-73.9856|2504700|Merchant navy officer|1943-06-17|754122826432|adults_50up_female_urban.json
088-02-7683|4636694118005374|Terry|Barajas|M|48964 Lambert Curve|Ayer|MA|01432|42.5591|-71.5788|7089|Surveyor, land/geomatics|2001-07-03|635831790274|young_adults_male_urban.json
174-65-8075|372158624150278|Shelby|Davenport|F|4494 Graham Expressway Suite 728|Rochester|MN|55902|44.0032|-92.4835|117815|Printmaker|1995-07-28|206387017789|adults_2550_female_urban.json
236-24-0588|30427617075873|Jimmy|Rodriguez|M|51342 Karen View|Baltimore|MD|21215|39.3446|-76.6794|635495|Government social research officer|1990-10-16|981671672588|adults_2550_male_urban.json
218-75-0068|213161371504161|James|Hickman|M|2017 Gibson Grove|Fresno|CA|93728|36.7581|-119.8113|570271|Therapist, music|1958-11-28|7121082878|adults_50up_male_urban.json
045-84-7424|343045018961640|Christopher|Hanna|M|03266 Holland Shoal Apt. 147|Guthrie|OK|73044|35.833|-97.436|20226|Podiatrist|2003-05-26|887923883372|young_adults_male_urban.json
702-78-2152|345837767499618|Peter|Shepherd|M|6108 Mcpherson Springs|Mchenry|IL|60050|42.3311|-88.2955|56812|Environmental manager|1977-07-03|754400743200|adults_2550_male_urban.json
508-68-8597|2267617422438643|Keith|Arnold|M|186 Davis Shore|Waianae|HI|96792|21.4352|-158.1781|48519|Teacher, adult education|1966-03-13|278368962712|adults_50up_male_urban.json
